Dataset,Fold,Accuracy,Precision,Recall,F1-score,MAE,Log-Loss,AP,AUC
Test,3.0,0.9481012658227848,0.9939393939393939,0.9024718941976205,0.9457168169966954,0.05189873417721519,0.1481281324265562,0.9851039045789267,0.9783019239011773
Train,3.0,0.9560126582278482,0.9944753032292475,0.9171084410332234,0.954207323175529,0.0439873417721519,0.12183010035837805,0.9916778302751117,0.988695216204879
