Dataset,Fold,Accuracy,Precision,Recall,F1-score,MAE,Log-Loss,AP,AUC
Test,3.0,0.9050632911392406,0.9071720995212651,0.9041547652284718,0.9039747173895902,0.09493670886075949,0.27613390541470184,0.9627493664884732,0.9615299188285278
Train,3.0,0.9215189873417721,0.9169390058449121,0.9271591018253933,0.9218599722373444,0.07848101265822785,0.25172740242307684,0.9711642850544848,0.9691513993476425
